record_id,state_ut,state_code,district,city_or_town,source_type,source_subtype,season,sample_date,pH,tds_mg_L,turbidity_NTU,total_hardness_mg_L,chloride_mg_L,nitrate_mg_L,fluoride_mg_L,arsenic_ug_L,uranium_ug_L,iron_mg_L,fecal_coliform_MPN_100mL,arsenic_mg_L,uranium_mg_L,has_chemical_hazard,has_biological_hazard,has_physical_issue,do_not_boil,boil_recommended,breach_details,alert_category,action_code,display_color,is_potable
IWQ-00011,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-01,7.41,142.8,0.99,83.7,33.5,65.87,0.597,0.58,4.2,0.001,0.0,0.00058,0.0042,True,False,False,True,False,Nitrate: 65.87 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00012,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-18,7.62,317.2,0.38,134.7,60.3,2.3,0.34,0.34,1.37,0.232,0.0,0.00034,0.00137,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00013,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Pre-monsoon,2024-05-17,7.22,251.4,1.84,75.8,26.4,4.46,0.314,0.42,0.65,0.09,0.0,0.00042,0.00065,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00014,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Piped tap water,Municipal tap,Pre-monsoon,2024-05-02,7.71,1331.7,5.89,684.5,312.9,7.98,0.927,2.23,6.85,0.866,0.0,0.00223,0.00685,False,False,True,False,False,Turbidity: 5.89 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00015,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,River,Post-monsoon,2024-11-18,6.98,227.3,107.7,95.6,43.5,2.33,0.186,0.38,2.92,0.209,2111.2,0.00038,0.00292,False,True,True,False,True,Coliform: 2111 MPN (Max: 0); Turbidity: 107.7 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00016,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Hand pump,Pre-monsoon,2024-06-05,7.44,671.0,2.41,254.5,142.3,1.62,0.108,0.47,1.49,0.097,0.0,0.00047,0.00149,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00017,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Groundwater,Bore well,Post-monsoon,2024-10-27,7.08,367.5,1.63,127.0,73.0,3.09,1.868,1.12,1.76,0.289,0.0,0.00112,0.00176,True,False,False,True,False,Fluoride: 1.868 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00018,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Piped tap water,Municipal tap,Pre-monsoon,2024-04-12,7.21,293.8,0.47,119.3,28.4,10.33,0.11,1.24,7.95,0.026,0.0,0.00124,0.00795,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00019,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Hand pump,Post-monsoon,2024-11-16,7.4,316.6,2.56,113.0,50.7,13.83,0.568,0.14,0.58,0.051,0.0,0.00014,0.00058,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00020,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-11,7.7,150.6,0.45,56.2,30.2,2.76,0.169,0.6,0.58,0.134,0.0,0.0006,0.00058,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00021,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Piped tap water,Municipal tap,Post-monsoon,2024-10-05,7.06,992.6,0.36,449.9,194.3,38.1,0.933,0.68,3.44,0.763,0.0,0.00068,0.00344,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00022,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Bore well,Pre-monsoon,2024-05-16,7.4,359.5,4.41,198.2,65.2,3.14,0.161,0.13,0.85,0.438,0.0,0.00013,0.00085,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00023,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Hand pump,Pre-monsoon,2024-04-11,8.16,633.3,6.13,138.9,64.0,17.4,0.185,0.28,2.8,0.327,0.0,0.00028,0.0028,False,False,True,False,False,Turbidity: 6.13 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00024,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,Pond/Lake,Post-monsoon,2024-10-13,7.26,351.2,92.66,116.8,45.2,9.88,0.342,2.03,1.48,0.075,611.3,0.00203,0.00148,False,True,True,False,True,Coliform: 611 MPN (Max: 0); Turbidity: 92.66 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00025,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Municipal tap,Pre-monsoon,2024-04-08,6.97,165.4,8.65,50.3,30.8,20.95,0.146,2.02,3.77,0.184,0.0,0.00202,0.00377,False,False,True,False,False,Turbidity: 8.65 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00026,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,River,Pre-monsoon,2024-04-25,6.84,1176.9,8.46,614.3,197.3,10.26,0.055,0.08,0.1,0.101,1053.3,8e-05,0.0001,False,True,True,False,True,Coliform: 1053 MPN (Max: 0); Turbidity: 8.46 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00027,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Pre-monsoon,2024-06-18,6.65,256.4,11.36,121.4,32.7,2.63,0.176,0.31,1.18,0.138,0.8,0.00031,0.00118,False,True,True,False,True,Coliform: 0 MPN (Max: 0); Turbidity: 11.36 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00028,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,Canal,Post-monsoon,2024-11-03,7.58,120.2,32.56,60.2,13.1,25.72,0.561,0.1,1.6,0.118,648.4,0.0001,0.0016,False,True,True,False,True,Coliform: 648 MPN (Max: 0); Turbidity: 32.56 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00029,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Municipal tap,Pre-monsoon,2024-05-08,8.43,140.3,0.22,71.5,42.3,2.71,0.524,0.53,0.03,0.182,0.0,0.00053,3e-05,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00030,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Piped tap water,Municipal tap,Pre-monsoon,2024-06-04,7.69,286.9,0.49,102.4,35.1,25.0,0.326,20.41,2.21,0.297,0.0,0.02041,0.00221,True,False,False,True,False,Arsenic: 20.41 ug/L (Max: 10),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00031,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Rural tap (JJM),Post-monsoon,2024-11-15,7.82,253.2,0.76,138.7,24.0,20.72,0.082,0.2,10.58,0.025,0.0,0.0002,0.01058,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00032,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Dug well,Pre-monsoon,2024-04-15,7.48,752.3,2.35,209.8,70.3,4.76,0.621,3.59,1.89,0.021,0.0,0.00359,0.00189,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00033,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Hand pump,Post-monsoon,2024-11-23,8.0,377.0,7.72,166.6,106.2,13.31,3.036,0.6,0.14,0.618,0.0,0.0006,0.00014,True,False,True,True,False,Fluoride: 3.036 mg/L (Max: 1.5); Turbidity: 7.72 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00034,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Bore well,Pre-monsoon,2024-06-10,7.15,732.4,3.34,274.8,85.5,9.86,0.289,0.44,0.99,0.215,36.9,0.00044,0.00099,False,True,False,False,True,Coliform: 36 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00035,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,River,Post-monsoon,2024-10-03,7.82,177.3,11.84,98.1,30.6,6.16,0.077,0.68,2.81,0.014,13210.5,0.00068,0.00281,False,True,True,False,True,Coliform: 13210 MPN (Max: 0); Turbidity: 11.84 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00036,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,River,Pre-monsoon,2024-06-24,7.42,458.2,16.48,233.1,105.8,94.46,0.154,0.28,4.08,0.139,808.8,0.00028,0.00408,True,True,True,True,False,Nitrate: 94.46 mg/L (Max: 45); Coliform: 808 MPN (Max: 0); Turbidity: 16.48 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00037,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Post-monsoon,2024-11-24,7.5,299.0,1.29,157.0,50.4,49.53,0.316,0.5,0.57,0.208,0.0,0.0005,0.00057,True,False,False,True,False,Nitrate: 49.53 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00038,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Piped tap water,Municipal tap,Pre-monsoon,2024-05-12,7.23,32.0,1.06,14.6,7.2,8.56,0.078,0.11,1.05,0.017,0.0,0.00011,0.00105,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00039,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,Pond/Lake,Post-monsoon,2024-10-11,6.79,459.6,15.07,177.9,130.8,27.02,0.181,0.17,0.13,0.048,1547.5,0.00017,0.00013,False,True,True,False,True,Coliform: 1547 MPN (Max: 0); Turbidity: 15.07 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00040,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Municipal tap,Post-monsoon,2024-10-08,7.64,574.3,0.59,426.6,123.4,12.4,0.276,0.21,1.85,0.007,0.0,0.00021,0.00185,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00041,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,River,Post-monsoon,2024-11-07,7.88,364.2,60.96,191.2,61.3,13.62,0.038,0.13,0.49,0.958,1377.6,0.00013,0.00049,False,True,True,False,True,Coliform: 1377 MPN (Max: 0); Turbidity: 60.96 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00042,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Groundwater,Hand pump,Post-monsoon,2024-11-20,7.48,210.3,4.36,159.8,38.8,20.26,0.104,0.06,4.01,0.13,0.0,6e-05,0.00401,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00043,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Bore well,Post-monsoon,2024-10-16,6.21,161.4,3.7,72.2,36.8,27.33,0.693,0.5,7.94,0.446,0.0,0.0005,0.00794,False,False,True,False,False,pH: 6.21 (Range: 6.5-8.5),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00044,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-25,7.04,266.0,0.26,169.9,70.7,5.24,0.108,2.18,0.87,0.077,0.0,0.00218,0.00087,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00045,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,Canal,Pre-monsoon,2024-06-25,7.23,203.5,12.3,111.3,22.8,42.19,0.103,0.05,5.16,0.088,1626.3,5e-05,0.00516,False,True,True,False,True,Coliform: 1626 MPN (Max: 0); Turbidity: 12.3 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00046,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,Canal,Post-monsoon,2024-10-27,7.42,226.8,10.57,127.2,61.3,2.28,0.435,0.49,1.77,0.123,1103.8,0.00049,0.00177,False,True,True,False,True,Coliform: 1103 MPN (Max: 0); Turbidity: 10.57 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00047,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Surface water,Pond/Lake,Pre-monsoon,2024-05-05,8.02,259.9,16.69,86.0,27.9,18.39,0.328,0.18,3.98,0.146,503.3,0.00018,0.00398,False,True,True,False,True,Coliform: 503 MPN (Max: 0); Turbidity: 16.69 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00048,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Groundwater,Bore well,Post-monsoon,2024-11-24,7.61,477.4,1.11,184.2,61.8,4.9,0.123,0.03,1.47,0.011,6.6,3e-05,0.00147,False,True,False,False,True,Coliform: 6 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00049,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-04-17,8.34,369.7,0.38,209.9,47.0,38.98,0.425,1.54,9.26,0.557,0.0,0.00154,0.00926,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00050,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Surface water,Pond/Lake,Post-monsoon,2024-10-04,6.7,227.5,4.47,106.8,73.9,1.11,0.542,0.22,1.21,0.031,26069.5,0.00022,0.00121,False,True,False,False,True,Coliform: 26069 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00051,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Pre-monsoon,2024-06-16,7.33,617.5,8.15,144.7,123.1,6.44,0.249,2.89,6.55,0.801,6.0,0.00289,0.00655,False,True,True,False,True,Coliform: 6 MPN (Max: 0); Turbidity: 8.15 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00052,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,River,Pre-monsoon,2024-06-05,6.65,64.7,20.47,31.6,12.8,11.53,0.657,0.54,4.94,0.28,175.8,0.00054,0.00494,False,True,True,False,True,Coliform: 175 MPN (Max: 0); Turbidity: 20.47 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00053,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Bore well,Pre-monsoon,2024-05-21,7.46,83.6,5.63,73.0,17.9,10.34,0.597,0.26,3.23,0.093,4.6,0.00026,0.00323,False,True,True,False,True,Coliform: 4 MPN (Max: 0); Turbidity: 5.63 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00054,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Piped tap water,Municipal tap,Pre-monsoon,2024-06-16,7.25,226.7,0.42,66.2,33.2,4.87,0.294,0.07,1.01,0.111,0.0,7e-05,0.00101,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00055,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Municipal tap,Pre-monsoon,2024-05-23,7.02,503.1,0.65,269.9,98.1,4.59,0.428,0.29,2.72,0.074,0.0,0.00029,0.00272,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00056,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,River,Post-monsoon,2024-11-23,7.48,201.5,22.39,125.9,35.6,15.81,0.064,0.44,4.99,0.102,103.8,0.00044,0.00499,False,True,True,False,True,Coliform: 103 MPN (Max: 0); Turbidity: 22.39 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00057,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Piped tap water,Municipal tap,Post-monsoon,2024-10-27,7.72,186.0,0.09,85.7,38.9,83.53,0.079,0.3,0.4,0.157,0.0,0.0003,0.0004,True,False,False,True,False,Nitrate: 83.53 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-00058,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,Canal,Post-monsoon,2024-10-16,7.37,653.3,3.34,224.7,74.3,2.73,0.294,0.21,0.86,0.271,648.3,0.00021,0.00086,False,True,False,False,True,Coliform: 648 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00059,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Surface water,Pond/Lake,Pre-monsoon,2024-04-23,7.89,586.5,18.31,184.2,165.9,40.1,0.722,0.59,1.46,0.219,2791.2,0.00059,0.00146,False,True,True,False,True,Coliform: 2791 MPN (Max: 0); Turbidity: 18.31 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00060,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Bore well,Pre-monsoon,2024-04-08,7.37,237.6,3.48,139.2,27.3,9.29,0.151,1.38,2.93,0.274,0.0,0.00138,0.00293,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00061,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Pre-monsoon,2024-04-13,7.59,259.5,0.69,162.5,46.5,4.07,0.948,0.69,2.81,0.237,0.0,0.00069,0.00281,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00062,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-22,7.31,216.8,0.28,114.2,51.9,22.09,0.086,0.53,0.99,0.07,0.0,0.00053,0.00099,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00063,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-08,7.71,147.9,0.48,95.1,33.7,15.98,0.129,0.07,0.58,0.042,0.0,7e-05,0.00058,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00064,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Surface water,Canal,Pre-monsoon,2024-06-20,6.94,94.0,28.47,19.2,23.9,7.5,0.404,0.09,3.18,0.037,3384.4,9e-05,0.00318,False,True,True,False,True,Coliform: 3384 MPN (Max: 0); Turbidity: 28.47 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-00065,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Bore well,Pre-monsoon,2024-04-15,7.39,148.9,6.9,59.5,17.3,26.06,0.605,0.13,0.36,0.312,0.0,0.00013,0.00036,False,False,True,False,False,Turbidity: 6.9 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00066,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Dug well,Post-monsoon,2024-10-21,7.25,309.6,3.38,160.0,57.1,5.46,0.333,0.08,1.52,0.472,0.0,8e-05,0.00152,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00067,Andaman and Nicobar Islands,AN,North and Middle Andaman,Mayabunder,Groundwater,Dug well,Pre-monsoon,2024-04-26,7.21,161.8,7.65,36.3,34.0,7.73,0.083,0.22,2.21,0.036,0.0,0.00022,0.00221,False,False,True,False,False,Turbidity: 7.65 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-00068,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Groundwater,Bore well,Pre-monsoon,2024-06-03,7.72,146.0,2.9,68.5,26.8,18.57,0.264,0.15,1.05,0.11,0.0,0.00015,0.00105,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00069,Andaman and Nicobar Islands,AN,Nicobar,Car Nicobar,Groundwater,Dug well,Post-monsoon,2024-11-14,7.43,942.5,2.55,438.1,211.0,15.56,0.423,0.28,1.72,0.95,0.0,0.00028,0.00172,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-00070,Andaman and Nicobar Islands,AN,South Andaman,Port Blair,Surface water,Canal,Post-monsoon,2024-11-10,7.61,401.7,7.83,242.2,79.8,3.28,0.054,0.16,1.01,0.277,644.6,0.00016,0.00101,False,True,True,False,True,Coliform: 644 MPN (Max: 0); Turbidity: 7.83 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
